,path,label,label_idx
0,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/0_100.jpg,"['Apple', 0]",0
1,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/100_100.jpg,"['Apple', 0]",0
2,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/101_100.jpg,"['Apple', 0]",0
3,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/102_100.jpg,"['Apple', 0]",0
4,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/103_100.jpg,"['Apple', 0]",0
5,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/104_100.jpg,"['Apple', 0]",0
6,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/105_100.jpg,"['Apple', 0]",0
7,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/106_100.jpg,"['Apple', 0]",0
8,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/107_100.jpg,"['Apple', 0]",0
9,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/108_100.jpg,"['Apple', 0]",0
10,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/109_100.jpg,"['Apple', 0]",0
11,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/10_100.jpg,"['Apple', 0]",0
12,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/110_100.jpg,"['Apple', 0]",0
13,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/111_100.jpg,"['Apple', 0]",0
14,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/112_100.jpg,"['Apple', 0]",0
15,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/113_100.jpg,"['Apple', 0]",0
16,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/114_100.jpg,"['Apple', 0]",0
17,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/115_100.jpg,"['Apple', 0]",0
18,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/116_100.jpg,"['Apple', 0]",0
19,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/117_100.jpg,"['Apple', 0]",0
20,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/118_100.jpg,"['Apple', 0]",0
21,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/119_100.jpg,"['Apple', 0]",0
22,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/11_100.jpg,"['Apple', 0]",0
23,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/120_100.jpg,"['Apple', 0]",0
24,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/121_100.jpg,"['Apple', 0]",0
25,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/122_100.jpg,"['Apple', 0]",0
26,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/123_100.jpg,"['Apple', 0]",0
27,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/124_100.jpg,"['Apple', 0]",0
28,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/125_100.jpg,"['Apple', 0]",0
29,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/126_100.jpg,"['Apple', 0]",0
30,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/127_100.jpg,"['Apple', 0]",0
31,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/128_100.jpg,"['Apple', 0]",0
32,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/129_100.jpg,"['Apple', 0]",0
33,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/12_100.jpg,"['Apple', 0]",0
34,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/130_100.jpg,"['Apple', 0]",0
35,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/131_100.jpg,"['Apple', 0]",0
36,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/132_100.jpg,"['Apple', 0]",0
37,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/133_100.jpg,"['Apple', 0]",0
38,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/134_100.jpg,"['Apple', 0]",0
39,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/135_100.jpg,"['Apple', 0]",0
40,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/136_100.jpg,"['Apple', 0]",0
41,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/137_100.jpg,"['Apple', 0]",0
42,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/138_100.jpg,"['Apple', 0]",0
43,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/139_100.jpg,"['Apple', 0]",0
44,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/13_100.jpg,"['Apple', 0]",0
45,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/140_100.jpg,"['Apple', 0]",0
46,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/141_100.jpg,"['Apple', 0]",0
47,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/142_100.jpg,"['Apple', 0]",0
48,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/143_100.jpg,"['Apple', 0]",0
49,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/144_100.jpg,"['Apple', 0]",0
50,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/145_100.jpg,"['Apple', 0]",0
51,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/146_100.jpg,"['Apple', 0]",0
52,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/147_100.jpg,"['Apple', 0]",0
53,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/148_100.jpg,"['Apple', 0]",0
54,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/149_100.jpg,"['Apple', 0]",0
55,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/14_100.jpg,"['Apple', 0]",0
56,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/150_100.jpg,"['Apple', 0]",0
57,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/151_100.jpg,"['Apple', 0]",0
58,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/152_100.jpg,"['Apple', 0]",0
59,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/153_100.jpg,"['Apple', 0]",0
60,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/154_100.jpg,"['Apple', 0]",0
61,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/155_100.jpg,"['Apple', 0]",0
62,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/156_100.jpg,"['Apple', 0]",0
63,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/157_100.jpg,"['Apple', 0]",0
64,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/158_100.jpg,"['Apple', 0]",0
65,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/159_100.jpg,"['Apple', 0]",0
66,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/15_100.jpg,"['Apple', 0]",0
67,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/160_100.jpg,"['Apple', 0]",0
68,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/161_100.jpg,"['Apple', 0]",0
69,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/162_100.jpg,"['Apple', 0]",0
70,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/163_100.jpg,"['Apple', 0]",0
71,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/164_100.jpg,"['Apple', 0]",0
72,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/165_100.jpg,"['Apple', 0]",0
73,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/166_100.jpg,"['Apple', 0]",0
74,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/167_100.jpg,"['Apple', 0]",0
75,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/168_100.jpg,"['Apple', 0]",0
76,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/169_100.jpg,"['Apple', 0]",0
77,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/16_100.jpg,"['Apple', 0]",0
78,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/170_100.jpg,"['Apple', 0]",0
79,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/171_100.jpg,"['Apple', 0]",0
80,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/172_100.jpg,"['Apple', 0]",0
81,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/173_100.jpg,"['Apple', 0]",0
82,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/174_100.jpg,"['Apple', 0]",0
83,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/175_100.jpg,"['Apple', 0]",0
84,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/176_100.jpg,"['Apple', 0]",0
85,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/177_100.jpg,"['Apple', 0]",0
86,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/178_100.jpg,"['Apple', 0]",0
87,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/179_100.jpg,"['Apple', 0]",0
88,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/17_100.jpg,"['Apple', 0]",0
89,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/180_100.jpg,"['Apple', 0]",0
90,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/181_100.jpg,"['Apple', 0]",0
91,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/182_100.jpg,"['Apple', 0]",0
92,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/183_100.jpg,"['Apple', 0]",0
93,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/184_100.jpg,"['Apple', 0]",0
94,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/185_100.jpg,"['Apple', 0]",0
95,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/186_100.jpg,"['Apple', 0]",0
96,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/187_100.jpg,"['Apple', 0]",0
97,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/188_100.jpg,"['Apple', 0]",0
98,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/189_100.jpg,"['Apple', 0]",0
99,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/18_100.jpg,"['Apple', 0]",0
100,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/190_100.jpg,"['Apple', 0]",0
101,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/191_100.jpg,"['Apple', 0]",0
102,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/192_100.jpg,"['Apple', 0]",0
103,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/193_100.jpg,"['Apple', 0]",0
104,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/194_100.jpg,"['Apple', 0]",0
105,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/195_100.jpg,"['Apple', 0]",0
106,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/196_100.jpg,"['Apple', 0]",0
107,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/197_100.jpg,"['Apple', 0]",0
108,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/198_100.jpg,"['Apple', 0]",0
109,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/199_100.jpg,"['Apple', 0]",0
110,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/19_100.jpg,"['Apple', 0]",0
111,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/1_100.jpg,"['Apple', 0]",0
112,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/200_100.jpg,"['Apple', 0]",0
113,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/201_100.jpg,"['Apple', 0]",0
114,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/202_100.jpg,"['Apple', 0]",0
115,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/203_100.jpg,"['Apple', 0]",0
116,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/204_100.jpg,"['Apple', 0]",0
117,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/205_100.jpg,"['Apple', 0]",0
118,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/206_100.jpg,"['Apple', 0]",0
119,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/207_100.jpg,"['Apple', 0]",0
120,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/208_100.jpg,"['Apple', 0]",0
121,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/209_100.jpg,"['Apple', 0]",0
122,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/20_100.jpg,"['Apple', 0]",0
123,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/210_100.jpg,"['Apple', 0]",0
124,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/211_100.jpg,"['Apple', 0]",0
125,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/212_100.jpg,"['Apple', 0]",0
126,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/213_100.jpg,"['Apple', 0]",0
127,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/214_100.jpg,"['Apple', 0]",0
128,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/215_100.jpg,"['Apple', 0]",0
129,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/216_100.jpg,"['Apple', 0]",0
130,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/217_100.jpg,"['Apple', 0]",0
131,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/218_100.jpg,"['Apple', 0]",0
132,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/219_100.jpg,"['Apple', 0]",0
133,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/21_100.jpg,"['Apple', 0]",0
134,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/220_100.jpg,"['Apple', 0]",0
135,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/221_100.jpg,"['Apple', 0]",0
136,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/222_100.jpg,"['Apple', 0]",0
137,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/223_100.jpg,"['Apple', 0]",0
138,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/224_100.jpg,"['Apple', 0]",0
139,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/225_100.jpg,"['Apple', 0]",0
140,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/226_100.jpg,"['Apple', 0]",0
141,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/227_100.jpg,"['Apple', 0]",0
142,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/228_100.jpg,"['Apple', 0]",0
143,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/229_100.jpg,"['Apple', 0]",0
144,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/22_100.jpg,"['Apple', 0]",0
145,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/230_100.jpg,"['Apple', 0]",0
146,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/231_100.jpg,"['Apple', 0]",0
147,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/232_100.jpg,"['Apple', 0]",0
148,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/233_100.jpg,"['Apple', 0]",0
149,C:\Users\prata\Desktop\Team id #145\task1#hc\Task 1\Task 1B\Data\fruits/Apple/234_100.jpg,"['Apple', 0]",0
